customer_id,age,salary_band,account_type,days_since_open,tenure_segment,is_within_90_days,salary_deposit,debit_orders_count,avg_monthly_transactions,avg_balance,csat_score,complaints_count,activation_score,customer_segment,churn
20,61,Medium,MiGoals Plus,128,3-6 Months,0,1,0,2,8104.335447617112,3.4,5,42.4,Inactive,1
21,47,Low,MiGoals Plus,344,6-12 Months,0,1,2,61,4828.786515354207,3.8,1,133.2,Active,0
22,55,Medium,MiGoals,282,6-12 Months,0,0,0,76,3580.6196787657186,1.6,1,91.2,Semi-Active,1
23,19,Medium,MiGoals Plus,17,0-3 Months,1,1,0,64,11245.082796946985,3.3,0,116.8,Active,0
24,38,Medium,MiGoals Premium,71,0-3 Months,1,0,1,52,9811.14843481669,3.6,1,72.4,Semi-Active,0
25,50,Medium,MiGoals,269,6-12 Months,0,0,2,36,5688.866452167862,2.7,0,63.2,Semi-Active,0
26,29,Medium,MiGoals,325,6-12 Months,0,0,0,67,3293.3387460781523,3.8,0,80.39999999999999,Semi-Active,1
27,39,Medium,MiGoals Plus,282,6-12 Months,0,1,1,69,7808.397118182368,2.3,2,132.8,Active,0
28,61,Low,MiGoals,305,6-12 Months,0,0,4,67,4774.83000417719,2.6,1,120.4,Semi-Active,0
29,42,Low,MiGoals,7,0-3 Months,1,1,3,47,8221.33190703012,4.9,0,126.4,Active,0
30,44,High,MiGoals,314,6-12 Months,0,0,4,2,4777.366473093432,2.7,1,42.4,Inactive,1
31,59,High,MiGoals,305,6-12 Months,0,1,2,44,10113.48891973814,2.7,1,112.8,Active,0
32,45,Low,MiGoals Plus,103,3-6 Months,0,0,2,64,4703.1459215103805,3.6,0,96.8,Semi-Active,0
33,33,Low,MiGoals Plus,309,6-12 Months,0,0,2,78,11911.833711508998,4.9,1,113.6,Semi-Active,0
34,32,Medium,MiGoals,193,6-12 Months,0,1,1,28,6487.644462199204,4.9,1,83.6,Semi-Active,0
35,64,Medium,MiGoals Premium,241,6-12 Months,0,1,1,54,9460.7640851361,3.5,2,114.8,Active,0
36,61,Low,MiGoals Premium,62,0-3 Months,1,0,1,74,4649.749102475332,1.5,1,98.8,Semi-Active,1
37,20,Low,MiGoals Premium,17,0-3 Months,1,1,1,67,2721.6243699795477,4.7,0,130.39999999999998,Active,0
38,54,Medium,MiGoals,171,3-6 Months,0,0,3,36,500.0,3.5,2,73.19999999999999,Semi-Active,0
39,24,Medium,MiGoals,25,0-3 Months,1,1,2,63,9191.50959520008,2.8,2,135.6,Active,0
40,38,Low,MiGoals Premium,251,6-12 Months,0,1,2,25,6170.034774940103,4.4,1,90.0,Semi-Active,0
41,26,Low,MiGoals Plus,253,6-12 Months,0,0,2,48,2881.06137369573,2.9,0,77.6,Semi-Active,0
42,56,Low,MiGoals,387,12+ Months,0,0,0,39,9295.50762771464,1.6,3,46.8,Semi-Active,1
43,35,Medium,MiGoals,207,6-12 Months,0,0,1,47,8889.985041902068,4.4,1,66.4,Semi-Active,0
44,21,Low,MiGoals,29,0-3 Months,1,1,4,21,9455.964600926338,3.4,0,105.2,Semi-Active,0
45,42,Low,MiGoals Premium,117,3-6 Months,0,0,2,30,2650.5349288928523,2.7,1,56.0,Semi-Active,0
46,31,Medium,MiGoals Plus,282,6-12 Months,0,1,4,31,9116.028252614384,2.4,0,117.2,Semi-Active,0
47,26,Low,MiGoals,380,12+ Months,0,1,4,26,6960.104939188856,3.6,0,111.2,Semi-Active,0
48,43,Medium,MiGoals,144,3-6 Months,0,0,2,22,9569.057593268944,2.2,0,46.4,Semi-Active,0
49,19,Low,MiGoals Plus,25,0-3 Months,1,1,1,21,7356.827911360955,2.6,2,75.2,Semi-Active,0
50,37,Low,MiGoals Premium,310,6-12 Months,0,1,3,1,6432.538907119095,3.7,3,71.2,Inactive,0
51,45,Low,MiGoals,156,3-6 Months,0,1,3,37,9149.963086155549,4.6,2,114.4,Semi-Active,0
52,64,Medium,MiGoals Plus,73,0-3 Months,1,0,1,77,8129.748595460791,3.4,3,102.4,Semi-Active,1
53,24,High,MiGoals Premium,120,3-6 Months,0,1,1,46,8704.413996932582,4.2,0,105.2,Active,0
54,61,High,MiGoals,312,6-12 Months,0,0,4,9,4779.881498373031,4.2,0,50.8,Inactive,1
55,25,Low,MiGoals Plus,321,6-12 Months,0,1,1,17,5568.976565013803,3.8,1,70.4,Semi-Active,0
56,64,Medium,MiGoals,93,3-6 Months,0,1,4,47,1665.4660193833397,2.4,1,136.4,Active,0
57,52,Low,MiGoals Plus,86,0-3 Months,1,0,0,59,4599.689827333513,4.5,1,70.8,Semi-Active,1
58,31,Low,MiGoals Plus,336,6-12 Months,0,1,3,54,7975.983846597423,3.0,2,134.8,Active,0
59,34,High,MiGoals Plus,364,6-12 Months,0,1,3,12,7410.46954399597,1.7,2,84.4,Inactive,1
60,53,Low,MiGoals Plus,118,3-6 Months,0,1,3,64,3551.1697251742344,2.4,1,146.8,Active,0
61,57,Low,MiGoals,233,6-12 Months,0,1,2,6,9205.863550587732,4.2,1,67.2,Inactive,0
62,21,Low,MiGoals Premium,199,6-12 Months,0,0,1,53,13432.688213425712,1.7,0,73.6,Semi-Active,0
63,19,Low,MiGoals Plus,206,6-12 Months,0,1,0,16,3743.18886355339,2.0,1,59.2,Semi-Active,0
64,23,Low,MiGoals,339,6-12 Months,0,0,2,5,5485.295494890323,3.9,1,26.0,Inactive,1
65,59,Medium,MiGoals Plus,147,3-6 Months,0,1,2,73,4446.011436121436,4.6,1,147.6,Active,0
66,21,Medium,MiGoals Plus,271,6-12 Months,0,1,2,46,5762.785609517312,3.7,1,115.2,Active,0
67,46,High,MiGoals,387,12+ Months,0,0,3,14,6684.765001204558,2.3,2,46.8,Inactive,1
68,35,High,MiGoals Premium,139,3-6 Months,0,1,3,44,4256.667653531184,1.7,0,122.8,Active,0
69,43,Low,MiGoals Premium,181,6-12 Months,0,1,1,63,5307.700514820416,3.7,1,125.6,Active,0
70,61,Low,MiGoals,30,0-3 Months,1,1,2,52,6218.107996481941,1.7,1,122.4,Active,0
71,51,Low,MiGoals Premium,57,0-3 Months,1,1,1,26,7179.004915018882,3.6,3,81.2,Semi-Active,0
72,27,Medium,MiGoals,232,6-12 Months,0,1,2,53,9666.232262463349,2.3,1,123.6,Active,0
73,53,Low,MiGoals,146,3-6 Months,0,1,0,29,5963.802853338125,4.7,1,74.8,Semi-Active,0
74,31,Medium,MiGoals,384,12+ Months,0,1,1,19,4595.410912025854,3.2,1,72.8,Semi-Active,0
75,48,Medium,MiGoals Premium,48,0-3 Months,1,1,1,47,7740.847869247193,2.3,1,106.4,Active,0
76,32,Medium,MiGoals Plus,194,6-12 Months,0,1,2,8,7000.432197432023,4.5,1,69.6,Inactive,0
77,25,Medium,MiGoals,224,6-12 Months,0,1,1,23,5517.931010438177,2.4,1,77.6,Semi-Active,0
78,31,Low,MiGoals,136,3-6 Months,0,1,1,35,7212.541812067067,2.6,0,92.0,Semi-Active,0
79,40,High,MiGoals Plus,22,0-3 Months,1,0,2,53,5042.12855318539,4.4,0,83.6,Semi-Active,0
80,57,Medium,MiGoals,6,0-3 Months,1,0,4,58,4674.039952363918,2.6,1,109.6,Semi-Active,1
81,38,Low,MiGoals Premium,204,6-12 Months,0,1,0,5,1251.7071130171023,2.9,1,46.0,Inactive,1
82,33,High,MiGoals Premium,239,6-12 Months,0,0,1,16,5180.192231511055,2.7,2,29.2,Semi-Active,1
83,62,Medium,MiGoals Plus,185,6-12 Months,0,1,4,17,1593.6925478736512,1.9,1,100.4,Semi-Active,0
84,35,High,MiGoals Premium,360,6-12 Months,0,1,2,32,4401.490377910075,1.6,1,98.4,Semi-Active,0
85,64,Medium,MiGoals,292,6-12 Months,0,1,1,52,7448.701841493305,4.0,0,112.4,Active,0
86,41,Medium,MiGoals Premium,335,6-12 Months,0,1,1,20,2237.075815411,3.8,1,74.0,Semi-Active,0
87,43,Low,MiGoals Plus,220,6-12 Months,0,1,3,66,5525.387639584085,2.5,0,149.2,Active,0
88,42,Low,MiGoals Plus,116,3-6 Months,0,1,1,1,6163.684169418248,2.5,1,51.2,Inactive,0
89,62,Medium,MiGoals,313,6-12 Months,0,1,3,58,5403.514489171916,4.8,2,139.6,Active,0
90,58,Medium,MiGoals Premium,49,0-3 Months,1,0,3,44,4796.662931898765,5.0,1,82.8,Semi-Active,0
91,46,Low,MiGoals,173,3-6 Months,0,1,2,6,6813.472033881597,3.2,0,67.2,Inactive,0
92,32,Low,MiGoals,82,0-3 Months,1,1,2,50,7160.248001416508,4.3,1,120.0,Active,0
93,62,High,MiGoals,322,6-12 Months,0,0,4,72,6003.815321349073,4.1,3,126.4,Semi-Active,0
94,18,High,MiGoals Plus,333,6-12 Months,0,1,1,20,4935.59770549268,2.5,0,74.0,Semi-Active,0
95,42,Medium,MiGoals Plus,45,0-3 Months,1,1,1,14,8161.839832625271,1.7,0,66.8,Inactive,1
96,24,Low,MiGoals Plus,335,6-12 Months,0,0,2,5,2723.1498493793733,2.0,3,26.0,Inactive,1
97,26,Low,MiGoals Premium,20,0-3 Months,1,0,1,41,7718.446396188052,4.4,3,59.2,Semi-Active,1
98,41,Low,MiGoals,221,6-12 Months,0,0,3,40,7049.235978304139,4.1,1,78.0,Semi-Active,0
99,18,High,MiGoals Plus,123,3-6 Months,0,0,3,34,6497.567109533173,3.8,1,70.8,Semi-Active,0
100,61,Low,MiGoals,234,6-12 Months,0,0,4,45,5975.261260683389,2.0,0,94.0,Semi-Active,0
101,25,Medium,MiGoals Premium,221,6-12 Months,0,0,1,71,1275.0780027191297,3.7,0,95.2,Semi-Active,0
102,41,Low,MiGoals Premium,323,6-12 Months,0,1,1,71,9468.38090502932,4.2,1,135.2,Active,0
103,28,Medium,MiGoals Plus,339,6-12 Months,0,1,1,27,8096.677622212978,4.5,0,82.4,Semi-Active,0
104,34,Medium,MiGoals Plus,3,0-3 Months,1,1,1,78,3596.524560264236,1.5,0,143.6,Active,0
105,25,High,MiGoals,182,6-12 Months,0,1,2,78,7897.024212539054,3.9,0,153.6,Active,0
106,52,Low,MiGoals,206,6-12 Months,0,0,0,44,6472.099248809051,1.6,1,52.8,Semi-Active,1
107,52,Low,MiGoals Premium,320,6-12 Months,0,1,1,33,4542.494926358873,4.0,0,89.6,Semi-Active,0
108,50,Low,MiGoals,40,0-3 Months,1,1,2,33,8979.484293473868,3.7,0,99.6,Semi-Active,0
109,22,High,MiGoals,59,0-3 Months,1,1,4,44,4922.901852897827,2.0,0,132.8,Active,0
110,59,High,MiGoals,62,0-3 Months,1,0,0,20,9390.316498990553,4.2,1,24.0,Semi-Active,1
111,56,Medium,MiGoals Premium,132,3-6 Months,0,1,0,36,7335.700912375319,1.7,3,83.19999999999999,Semi-Active,1
112,58,Medium,MiGoals,60,0-3 Months,1,0,1,7,8391.396816060886,4.4,0,18.4,Inactive,1
113,45,Medium,MiGoals,372,12+ Months,0,1,1,32,7447.713432683619,2.4,0,88.4,Semi-Active,0
114,24,Low,MiGoals Plus,331,6-12 Months,0,1,4,67,7331.826969398855,3.9,0,160.39999999999998,Active,0
115,26,High,MiGoals Premium,122,3-6 Months,0,1,2,39,6538.076079116083,4.7,1,106.8,Semi-Active,0
116,25,Medium,MiGoals,107,3-6 Months,0,1,2,24,4182.952632361827,2.7,0,88.8,Semi-Active,0
117,29,Low,MiGoals,96,3-6 Months,0,0,2,70,6156.31430586202,3.3,2,104.0,Semi-Active,0
118,51,Medium,MiGoals,347,6-12 Months,0,0,5,54,8290.977110102918,3.1,0,114.8,Semi-Active,0
119,50,Low,MiGoals,235,6-12 Months,0,1,3,38,7798.1492789640415,2.1,0,115.6,Semi-Active,0
120,40,Low,MiGoals,386,12+ Months,0,1,4,74,7253.133662150744,3.6,4,168.8,Active,0
121,41,Medium,MiGoals Plus,62,0-3 Months,1,1,3,75,760.6167172600053,4.1,0,160.0,Active,0
122,54,Low,MiGoals Plus,256,6-12 Months,0,0,0,32,5466.939702731856,4.7,1,38.4,Semi-Active,1
123,52,Medium,MiGoals Plus,49,0-3 Months,1,0,3,45,5204.276946625492,4.5,2,84.0,Semi-Active,1
124,61,Low,MiGoals,393,12+ Months,0,1,2,61,3241.856079845968,3.3,1,133.2,Active,0
125,57,Low,MiGoals Premium,348,6-12 Months,0,1,3,70,8259.394052843169,4.0,1,154.0,Active,0
126,39,Low,MiGoals,159,3-6 Months,0,0,3,53,936.728267226128,4.3,1,93.6,Semi-Active,0
127,44,Low,MiGoals Premium,124,3-6 Months,0,1,1,51,8091.589369753281,3.2,1,111.2,Active,0
128,52,Medium,MiGoals Plus,317,6-12 Months,0,1,1,76,9323.095623508074,1.9,1,141.2,Active,0
129,18,Low,MiGoals,207,6-12 Months,0,1,4,56,5475.395654327828,3.0,2,147.2,Active,0
130,52,Medium,MiGoals Plus,48,0-3 Months,1,1,0,27,5814.152640055797,4.4,1,72.4,Semi-Active,0
131,54,Medium,MiGoals,136,3-6 Months,0,0,2,38,8418.898089233346,3.6,0,65.6,Semi-Active,0
132,64,Medium,MiGoals Plus,201,6-12 Months,0,0,3,62,4090.86336643917,4.0,0,104.4,Semi-Active,0
133,31,High,MiGoals,250,6-12 Months,0,1,1,18,7651.941191931141,2.1,2,71.6,Semi-Active,0
134,20,Medium,MiGoals,314,6-12 Months,0,1,0,64,3705.464130808919,4.9,1,116.8,Active,0
135,18,Low,MiGoals Premium,357,6-12 Months,0,1,3,77,2956.3952359515824,2.9,2,162.39999999999998,Active,0
136,22,Low,MiGoals,368,12+ Months,0,1,2,30,6739.976816624674,3.8,1,96.0,Semi-Active,0
137,43,Low,MiGoals Premium,318,6-12 Months,0,1,1,49,5933.28254676366,1.6,3,108.8,Active,0
138,31,Medium,MiGoals,295,6-12 Months,0,1,2,41,1697.4892220725496,1.9,0,109.2,Active,0
139,56,Low,MiGoals Plus,314,6-12 Months,0,1,1,13,9538.277381049056,4.2,0,65.6,Inactive,0
140,44,Medium,MiGoals Plus,209,6-12 Months,0,1,0,34,4963.207404040891,4.9,1,80.8,Semi-Active,0
141,26,Medium,MiGoals Plus,355,6-12 Months,0,1,2,25,7276.699798397631,2.6,1,90.0,Semi-Active,0
142,32,Low,MiGoals,211,6-12 Months,0,1,0,66,10012.958128332875,1.6,1,119.2,Active,0
143,32,Medium,MiGoals,192,6-12 Months,0,1,3,18,6619.010940698406,2.8,0,91.6,Semi-Active,0
144,43,Low,MiGoals,44,0-3 Months,1,1,2,5,9183.230164667726,1.6,2,66.0,Inactive,1
145,59,Low,MiGoals,29,0-3 Months,1,0,4,19,3842.364884137544,2.2,0,62.8,Semi-Active,1
146,30,Medium,MiGoals Plus,59,0-3 Months,1,1,1,42,9552.46338457512,4.1,1,100.4,Active,0
147,49,Medium,MiGoals Premium,71,0-3 Months,1,1,0,18,3935.338760042192,4.8,0,61.6,Semi-Active,0
148,56,Medium,MiGoals Premium,92,3-6 Months,0,0,0,32,4572.146280929547,1.8,1,38.4,Semi-Active,1
149,49,Medium,MiGoals Plus,265,6-12 Months,0,0,4,21,2363.336472531141,3.5,0,65.2,Semi-Active,0
150,21,Low,MiGoals Plus,383,12+ Months,0,1,0,10,6671.061387289854,2.4,2,52.0,Inactive,1
151,47,High,MiGoals Plus,220,6-12 Months,0,0,5,37,7577.318785857315,2.0,1,94.4,Semi-Active,0
152,54,Medium,MiGoals,390,12+ Months,0,1,0,49,7917.020963483798,2.3,2,98.8,Active,1
153,40,Medium,MiGoals Premium,215,6-12 Months,0,1,3,13,2421.0343507115376,3.5,0,85.6,Inactive,0
154,56,Low,MiGoals Plus,387,12+ Months,0,1,2,55,6937.440616157579,1.7,0,126.0,Active,0
155,62,Medium,MiGoals Plus,277,6-12 Months,0,0,1,17,7029.955920021772,3.0,2,30.4,Semi-Active,0
156,32,Low,MiGoals,64,0-3 Months,1,0,1,9,7536.929273939821,2.0,0,20.8,Inactive,1
157,60,Low,MiGoals,346,6-12 Months,0,1,1,44,4068.178033578747,2.5,0,102.8,Active,0
158,46,High,MiGoals,292,6-12 Months,0,1,2,78,500.0,2.2,0,153.6,Active,0
159,53,Low,MiGoals Premium,245,6-12 Months,0,1,3,46,7766.197260008452,4.6,1,125.2,Active,0
160,30,High,MiGoals Plus,62,0-3 Months,1,1,2,8,5635.4259127426485,4.0,3,69.6,Inactive,1
161,49,Medium,MiGoals,332,6-12 Months,0,1,3,37,6700.60276427422,4.5,2,114.4,Semi-Active,0
162,24,Low,MiGoals Premium,170,3-6 Months,0,0,3,19,5763.482408025432,2.8,0,52.8,Semi-Active,0
163,39,Medium,MiGoals,269,6-12 Months,0,0,1,63,6586.255617567197,2.6,0,85.6,Semi-Active,0
164,45,High,MiGoals,267,6-12 Months,0,0,2,46,7842.798235473138,2.8,2,75.19999999999999,Semi-Active,1
165,19,Medium,MiGoals,54,0-3 Months,1,0,2,71,1357.445726144019,1.6,1,105.2,Semi-Active,1
166,59,High,MiGoals Plus,16,0-3 Months,1,1,2,26,8852.5506905982,4.0,0,91.2,Semi-Active,0
167,62,Medium,MiGoals Premium,8,0-3 Months,1,0,4,46,5544.643760823948,2.7,0,95.2,Semi-Active,1
168,23,Medium,MiGoals,104,3-6 Months,0,1,1,46,10067.685671189998,2.6,0,105.2,Active,0
169,45,High,MiGoals Premium,59,0-3 Months,1,1,0,75,4851.3614615370425,3.6,0,130.0,Active,0
170,45,Low,MiGoals,313,6-12 Months,0,1,1,14,4296.00546853147,3.0,4,66.8,Inactive,0
171,61,Medium,MiGoals Premium,40,0-3 Months,1,1,2,63,5629.151480522706,4.9,2,135.6,Active,0
172,61,Low,MiGoals Plus,237,6-12 Months,0,1,0,72,7249.967602329606,2.7,1,126.4,Active,0
173,37,High,MiGoals Premium,386,12+ Months,0,1,1,3,5314.118620842388,3.6,1,53.6,Inactive,0
174,47,High,MiGoals,94,3-6 Months,0,0,0,28,7431.283219063808,2.6,1,33.6,Semi-Active,1
175,28,Low,MiGoals Premium,222,6-12 Months,0,1,2,29,5032.185237351122,5.0,0,94.8,Semi-Active,0
176,45,Medium,MiGoals Plus,204,6-12 Months,0,1,2,18,6087.230545027758,3.1,1,81.6,Semi-Active,0
177,42,High,MiGoals,138,3-6 Months,0,0,3,35,11591.38237261176,3.7,0,72.0,Semi-Active,0
178,56,Low,MiGoals Premium,300,6-12 Months,0,1,0,77,6893.16715883139,1.9,0,132.39999999999998,Active,0
179,50,Medium,MiGoals,395,12+ Months,0,1,5,76,7093.74056731494,4.1,2,181.2,Active,0
180,18,High,MiGoals Premium,207,6-12 Months,0,1,5,47,2318.5750320275565,2.4,1,146.4,Active,0
181,44,Low,MiGoals,336,6-12 Months,0,1,1,5,9385.7188083625,3.1,0,56.0,Inactive,0
182,30,Medium,MiGoals Plus,81,0-3 Months,1,1,4,75,8666.162713308167,4.6,0,170.0,Active,0
183,58,Low,MiGoals Plus,218,6-12 Months,0,1,2,59,4213.877226770504,4.9,2,130.8,Active,0
184,20,High,MiGoals,2,0-3 Months,1,1,3,75,8616.814835929341,3.0,0,160.0,Active,0
185,56,High,MiGoals,178,3-6 Months,0,1,2,59,6824.503068350052,4.4,0,130.8,Active,0
186,23,High,MiGoals,396,12+ Months,0,1,3,47,6116.039746516429,1.7,1,126.4,Active,0
187,25,Medium,MiGoals,371,12+ Months,0,1,2,13,9227.389115687498,4.5,0,75.6,Inactive,0
188,44,High,MiGoals,346,6-12 Months,0,1,2,78,4719.253567323175,3.7,1,153.6,Active,0
189,26,High,MiGoals Plus,279,6-12 Months,0,0,2,33,4194.112360800375,3.2,1,59.6,Semi-Active,0
190,54,Low,MiGoals,146,3-6 Months,0,1,2,62,6518.908300842513,4.6,1,134.39999999999998,Active,0
191,50,High,MiGoals,318,6-12 Months,0,1,0,79,7320.572036344076,4.5,1,134.8,Active,0
192,59,Low,MiGoals Plus,224,6-12 Months,0,0,4,16,8415.78971673459,2.5,1,59.2,Semi-Active,0
193,61,Medium,MiGoals,369,12+ Months,0,1,4,44,5622.617620633488,4.3,0,132.8,Active,0
194,41,Low,MiGoals Premium,384,12+ Months,0,1,1,58,3875.5722085233774,1.8,1,119.6,Active,0
195,32,Low,MiGoals Premium,62,0-3 Months,1,1,3,6,12321.41929491232,4.4,1,77.2,Inactive,0
196,49,Low,MiGoals Plus,294,6-12 Months,0,0,0,15,3283.513597402594,3.9,0,18.0,Inactive,1
197,49,Medium,MiGoals Plus,239,6-12 Months,0,0,2,4,6137.795308223823,1.8,1,24.8,Inactive,1
198,41,Low,MiGoals Premium,195,6-12 Months,0,1,0,56,7949.26381136903,3.9,2,107.2,Active,0
199,58,Medium,MiGoals,166,3-6 Months,0,0,3,64,8877.806537594588,3.5,2,106.8,Semi-Active,0
200,29,Low,MiGoals,222,6-12 Months,0,1,2,68,4582.099553130705,3.6,1,141.6,Active,0
201,56,Low,MiGoals,61,0-3 Months,1,1,1,34,1312.7057639807415,2.5,1,90.8,Semi-Active,0
202,19,Medium,MiGoals Plus,129,3-6 Months,0,1,0,56,4524.3370663433225,2.4,1,107.2,Active,0
203,20,Medium,MiGoals,173,3-6 Months,0,1,0,32,8153.306275534713,4.2,1,78.4,Semi-Active,0
204,54,Low,MiGoals Plus,156,3-6 Months,0,0,4,9,7593.741203738095,2.4,2,50.8,Inactive,1
205,34,Medium,MiGoals Premium,378,12+ Months,0,1,2,63,7675.305897220188,3.1,1,135.6,Active,0
206,19,High,MiGoals Premium,110,3-6 Months,0,1,2,72,7779.160215185934,3.9,0,146.39999999999998,Active,0
207,19,Medium,MiGoals Plus,269,6-12 Months,0,0,3,78,9350.21058170127,1.8,0,123.6,Semi-Active,0
208,45,Low,MiGoals,356,6-12 Months,0,1,5,33,4060.2788867630215,3.6,2,129.6,Semi-Active,0
209,40,Low,MiGoals Premium,391,12+ Months,0,1,3,21,3005.255010680991,3.6,0,95.2,Semi-Active,0
210,54,High,MiGoals Plus,278,6-12 Months,0,1,0,55,6926.20061315939,3.9,2,106.0,Active,0
211,49,Low,MiGoals,74,0-3 Months,1,0,0,76,3378.6882760795256,2.8,1,91.2,Semi-Active,1
212,50,High,MiGoals,207,6-12 Months,0,0,2,57,2847.7116262874865,3.1,1,88.39999999999999,Semi-Active,0
213,18,Medium,MiGoals Premium,388,12+ Months,0,1,2,2,9059.89977476784,2.7,1,62.4,Inactive,0
214,36,High,MiGoals Plus,279,6-12 Months,0,0,2,13,6625.899542689533,4.3,2,35.6,Inactive,1
215,19,Medium,MiGoals Premium,375,12+ Months,0,1,3,4,6071.232872612716,2.0,1,74.8,Inactive,0
216,61,High,MiGoals Premium,326,6-12 Months,0,0,0,50,6123.184991913288,4.9,4,60.0,Semi-Active,1
217,43,Low,MiGoals Plus,340,6-12 Months,0,1,0,48,5734.652475438336,3.7,0,97.6,Active,0
218,49,Medium,MiGoals Plus,357,6-12 Months,0,1,3,78,9043.101613316434,4.6,1,163.6,Active,0
219,23,Medium,MiGoals,340,6-12 Months,0,0,2,30,2213.460237010541,3.0,2,56.0,Semi-Active,0
220,49,Medium,MiGoals,204,6-12 Months,0,1,3,29,2109.9410469989534,2.7,0,104.8,Semi-Active,0
221,21,Medium,MiGoals,161,3-6 Months,0,1,1,8,3659.046203530228,4.7,0,59.6,Inactive,0
222,28,High,MiGoals Plus,28,0-3 Months,1,1,3,12,6722.904119349881,1.8,0,84.4,Inactive,1
223,34,High,MiGoals Plus,392,12+ Months,0,0,3,41,10513.35934969622,1.9,1,79.19999999999999,Semi-Active,0
224,55,Medium,MiGoals Premium,257,6-12 Months,0,1,1,26,8172.709978763181,2.5,0,81.2,Semi-Active,0
225,41,Medium,MiGoals,165,3-6 Months,0,1,3,50,7481.106785560243,4.9,5,130.0,Active,0
226,22,Medium,MiGoals Plus,63,0-3 Months,1,1,4,2,5800.332671788686,3.7,1,82.4,Inactive,0
227,51,Medium,MiGoals Plus,22,0-3 Months,1,1,2,55,2668.6752150101743,3.4,2,126.0,Active,0
228,23,Low,MiGoals Plus,70,0-3 Months,1,1,1,56,7287.474560217911,4.0,1,117.2,Active,0
229,39,Low,MiGoals Plus,381,12+ Months,0,0,4,14,11064.91766458783,3.0,1,56.8,Inactive,1
230,28,Low,MiGoals,96,3-6 Months,0,0,1,6,5399.855861228678,4.2,2,17.2,Inactive,1
231,33,Low,MiGoals Plus,163,3-6 Months,0,1,1,61,4598.316588115167,2.9,2,123.2,Active,0
232,50,Low,MiGoals,79,0-3 Months,1,1,3,12,5411.892009024266,4.4,0,84.4,Inactive,0
233,26,Low,MiGoals,5,0-3 Months,1,1,1,13,7499.377846231049,2.4,2,65.6,Inactive,1
234,23,Low,MiGoals,316,6-12 Months,0,1,4,19,6279.325463129831,2.5,1,102.8,Semi-Active,0
235,33,Low,MiGoals Plus,120,3-6 Months,0,0,3,44,8275.035277786803,3.3,0,82.8,Semi-Active,0
236,46,High,MiGoals Premium,302,6-12 Months,0,1,0,59,5916.372814375437,3.0,0,110.8,Active,0
237,20,Medium,MiGoals Plus,178,3-6 Months,0,1,2,37,5397.470925885548,3.8,1,104.4,Semi-Active,0
238,37,Low,MiGoals Plus,176,3-6 Months,0,0,3,25,6572.5149498856135,2.8,0,60.0,Semi-Active,0
239,53,Medium,MiGoals Plus,390,12+ Months,0,1,2,16,4650.8695579233045,2.3,1,79.2,Semi-Active,0
240,36,Low,MiGoals Plus,217,6-12 Months,0,1,1,38,10351.912353611597,3.1,1,95.6,Semi-Active,0
